gen,mean_fitness,max_fitness,std_fitness,mean_player_life,mean_enemy_life,mean_time
0,-5.7610573566534935,8.568448179972904,4.92184420050285,-9.0519691363571,77.88112504882794,172.4786479867749
1,3.9192038176919404,34.66073588402853,12.373576573769675,-10.188636732755315,70.1654768747191,171.43022881227466
2,7.029925650016802,24.52668004106173,8.626955054572132,-10.337422917701097,70.36104488208348,166.91047658526347
3,11.004003619202269,24.01426711459648,7.562621132088238,-10.206474926854852,70.09782850663382,165.9842229035273
4,12.615742492956299,33.518814227522796,8.851055687983335,-9.854854280754035,71.5595996994127,167.81967136366032
5,14.77408432591898,25.5766595435445,5.4795433818005295,-9.86680168509379,70.245414632352,165.05449682701015
6,8.58795417446047,21.067503831794692,7.664561713979548,-10.132401964359786,70.89225344469217,164.48497288973198
7,12.488732728956117,27.426467743486754,6.910732929217896,-9.849354990613257,71.19839751353669,163.62221493321255
8,15.15061225591656,34.03427115255701,8.14739272340709,-10.063471403452677,70.87923716799762,164.14098993811035
9,17.587051173430385,34.3897662078543,7.48685187882805,-9.849354990613257,71.19839751353669,163.62221493321255
10,14.52712804780937,39.6905436586233,9.83771514265953,-10.290799698585827,71.70827011471603,167.98827743086997
11,14.680878379875125,30.68727984289105,5.7367975017604635,-10.150006236050674,71.51156720118807,164.53441896326527
12,17.5237258645415,27.157509215971185,6.269743536778643,-10.20763259201183,72.05613908642769,166.66237862492943
13,20.873478841535594,45.301440831885316,8.255987364961367,-10.132401964359786,70.89225344469217,164.48497288973198
14,20.987709456433222,36.819840128487,9.11815791616789,-9.867540057805593,71.38735587399636,167.37683949395057
15,20.928553803183025,29.780436635480104,7.454424688244217,-9.965801497827206,70.89225344469217,164.48817081176307
16,23.28467023755692,32.145014390114994,6.760837051850426,-9.985727535663745,72.35665287603435,166.0775131049943
17,25.588128803813575,32.145014390114994,6.91465205399074,-9.867540057805593,71.38735587399636,167.37683949395057
18,29.639167073326824,34.04802315680483,2.7953315501796046,-9.939131642856294,71.5595996994127,165.16268236453672
19,30.957335138699477,34.10250202883912,2.948707478482603,-10.074970270773699,71.84179233953292,163.3633442174378
20,30.93191714508177,36.94430011036128,5.278258956501617,-10.337422917701097,70.36104488208348,166.91047658526347
21,32.245852925688745,36.94430011036128,3.610835271867799,-9.974509587608152,70.77742331330123,165.88610810386373
22,31.19209728873409,34.06928396454569,1.6402911164245135,-9.939131642856294,71.5595996994127,165.16268236453672
23,32.40755561223714,36.858137751278136,2.622748002391335,-9.86680168509379,70.245414632352,165.05449682701015
24,32.38601732675987,36.861101013002305,2.8890986675005594,-9.921145587116602,70.13176423200468,160.9439600650514
25,32.42270921430864,35.687928810254085,1.4639866657110132,-10.439624241830279,71.42105133839196,165.57328821993133
26,32.51345128620389,35.81831351901325,1.7042475312845116,-9.939131642856294,71.5595996994127,165.16268236453672
27,32.66274920836584,36.86458407548802,2.2516909888200756,-10.150006236050674,71.51156720118807,164.53441896326527
28,33.20100589622317,36.86458407548802,2.0603955037610504,-10.290799698585827,71.70827011471603,167.98827743086997
29,33.70273088451309,36.9027428143951,2.315744634866397,-9.86680168509379,70.245414632352,165.05449682701015
30,34.1878814779789,38.912046554309626,2.8582398464236602,-9.943712581471555,70.245414632352,164.43659819989566
31,33.57116098064395,38.912046554309626,3.3863738113719344,-10.132401964359786,70.89225344469217,164.48497288973198
32,32.0822189538548,40.69508039075049,4.161078273750962,-9.985727535663745,72.35665287603435,166.0775131049943
33,33.119250588923514,40.69508039075049,4.0368417394317575,-9.867540057805593,71.38735587399636,167.37683949395057
34,32.981886706497015,40.69508039075049,4.168685582804056,-10.561194357244066,69.99492216563395,166.00763399445245
35,33.477774451338945,36.83061907720905,2.3485709387968225,-10.275310432748254,72.04797012576638,169.48335645343315
36,34.654227160274196,37.22585038005322,2.332808130252035,-10.210068408542494,71.27684324680406,168.9784813770686
37,34.7280947112677,41.62614067004415,2.2563989844834356,-10.066917916272596,70.72371870128576,170.86610624772212
38,33.9901857937428,36.83061907720905,2.6788160981436353,-10.439624241830279,71.42105133839196,165.57328821993133
39,35.4596425126557,41.47489267061075,2.535726353839902,-10.354470515267499,69.93638382717631,163.75028949358364
40,34.58113282515636,36.83222934109965,2.211686226780193,-10.424892572054388,70.56332603288948,169.82984170101707
41,34.077414559576646,36.83061907720905,2.0425613679851735,-9.985727535663745,72.35665287603435,166.0775131049943
42,34.237859184539914,35.771712236141255,1.4429714492929566,-10.210068408542494,71.27684324680406,168.9784813770686
43,33.94219300709598,35.788110603747775,1.8753257657589253,-10.20308634711706,71.18963824495566,169.65616787159823
44,34.75138621258199,38.76406479874872,1.837107738480439,-10.290799698585827,71.70827011471603,167.98827743086997
45,35.287121737168405,46.73112778814193,3.5631746307612855,-9.965801497827206,70.89225344469217,164.48817081176307
46,34.705298008035236,41.73375861765514,3.351544154324156,-9.867540057805593,71.38735587399636,167.37683949395057
47,36.1167575738055,44.068365611315144,3.7965494637226667,-10.303604250969821,70.72675333232581,165.65940715397443
48,36.26140035698626,45.68541711845576,4.676781760313934,-10.417433946212242,70.77742331330124,168.8379301807365
49,38.05518110413976,44.068365611315144,5.37065536155283,-9.86680168509379,70.245414632352,165.05449682701015
50,37.43776124003252,44.228861178405744,5.5376141800948995,-10.132401964359786,70.89225344469217,164.48497288973198
