mean_fitness,std_mean_fitness,max_fitness,std_max_fitness
0.31642484459369813,0.6999521996373376,21.780945507016224,5.425136273566128
4.023568132952508,2.1445521509920686,20.32202583555716,7.034852092812572
7.135773265992244,2.3860435025711406,22.736322555611032,5.223140244019349
9.77494771987881,3.488204420698872,25.05816693184846,7.30049161028582
12.443860390706996,3.3259180570551354,25.488797158307122,7.6112013720353255
14.74524538187419,3.727482757148708,28.45887872844462,12.22364220118293
16.55284825681327,3.0998927189768635,29.622317790635385,5.494263277492072
18.473016264850905,2.9063646359167077,30.33204794189488,8.218444386561732
19.19559172261305,2.933477121161502,32.21805624326766,7.816590079181704
20.00111027365341,3.1750049791377832,30.74933765919905,8.9575539386963
20.49203632641787,2.31239993357025,31.370991312883593,9.030205571742764
20.77432486280491,2.2008720447793535,31.82172668437075,8.578175117521885
21.77287944361909,2.406354433825699,33.245800950650455,8.952868262959717
22.190009082486913,3.00806379662089,32.357665415927094,7.858455723869406
22.34005353871285,3.3922336321945297,31.52266459444088,7.946174216298992
23.354020670711485,3.545496263855762,32.19101061349021,7.672949854525483
23.440502217720415,3.9545643660653926,32.79684238242628,10.535131384046325
23.820235207190652,3.212473580742583,32.34208681852921,7.693544498434547
24.579848956898978,3.518524111048903,34.30949089480397,8.609383546941954
24.314512367765673,3.022054398091453,33.78832148544879,8.532976664770466
24.854600609893815,3.406897277464578,32.33930943368358,6.8208214621410335
25.116545447138318,3.5640310600804694,33.50734690163539,7.793584841980333
25.01847247812534,3.6584905739293347,32.69152214701454,8.481137560266836
25.480125119492808,4.015530163633079,34.65138282664394,9.516412782759215
26.678648656929777,4.755828407829878,34.60883341763595,9.539290302407544
26.800156305949393,4.71135352998998,33.472302848568894,8.521018451491209
27.47055005671221,5.233800642003774,33.96496697011138,8.660042737673297
27.847530060078128,5.6797251266494975,34.97824339550601,9.683276189132412
27.606008294728014,5.695960946786805,34.24233118338095,9.100514072083216
28.076482111666742,5.702463664054674,35.13943167192347,9.854272407455657
27.93183323718323,5.8699741272168175,35.30702503436023,10.528446850391711
27.953625188341583,5.370936004581454,36.81829437746977,9.673287957454612
28.296371258017928,6.0485181386970215,36.20431648784653,10.178589454592297
28.318901430470696,6.728365018618242,35.839034660222396,11.236440140054524
28.64553302028828,7.046867762043726,36.121593738248045,9.952846418640279
28.74081766015591,6.55140700244989,35.381250624900986,9.387145934535948
28.99029348936305,6.391532310242562,36.996322298511515,9.75653746659692
29.24883906551279,6.443329909945026,37.17973101954056,9.47882832512503
29.7036442795259,7.257641342746143,36.13176579320205,10.083968331272157
29.48003761474874,6.224489862140011,36.662559894239806,9.163684427026679
29.18836617776795,6.349439519760625,35.648025458224105,8.719556705458917
29.87789796709752,7.040638455873883,38.20393427818723,12.548098432562872
29.943498051942044,6.979729242925889,37.14914684015697,10.782964369130026
30.246127461996775,6.963102461698563,36.68032582765785,10.250820799464075
30.298786858351114,6.447221735445694,36.67219905839911,9.715379150235318
30.374129755956876,6.624293659547003,37.79064680474737,11.677776634522406
30.59963814882035,6.592747458395936,37.066978473503326,10.538230331733056
30.875511490611295,6.960575680617663,38.26403425986661,13.017398514173589
30.609786719613567,6.7689306220615055,37.97937347333162,10.800654589273783
30.5668776371584,5.905510787212333,37.64968917783045,10.111142451916614
31.241192041596246,6.40245255837653,37.298435702323985,9.388550833501935
31.312075560620325,6.763521475161392,38.40359466092658,11.662113298289116
31.24348309989066,6.640747104849164,37.31738101112144,9.77848975522153
31.104911797871825,6.577289451728106,38.44749264530176,11.809048577987046
31.40700301930239,7.094812252535772,38.8438418425943,10.816980345859985
31.36074213780872,6.844873473417335,38.548334922767516,10.306271266277069
31.49108435120122,6.812083496875201,38.74671915876603,10.806409163294248
32.44722831844964,7.662558251810368,39.770309320180246,12.478479468963641
32.09862713026681,7.503015186131606,40.0041084675537,12.96253779139581
32.47423809830881,8.016006752941223,38.74078138620202,11.474175856058435
32.90716510489749,8.169575092562082,39.327915473095615,11.658078847611701
32.691073841653136,7.841140998629209,39.87347940950324,12.226695009507829
32.91551806250651,8.372468793393123,40.05776228444672,13.1193415751302
33.40737673127613,8.389747570422395,42.1723091606795,14.445305655219764
33.55686578039194,8.137877846743654,41.8167048209439,14.28893427474276
33.117943782373494,8.059397559794682,40.31963924118694,12.520806447771024
33.13832394200485,8.030868037723199,39.35623508677205,10.973830031635487
32.884356221789204,7.663497077557159,39.446645448861275,11.697599458673274
33.28039493201343,7.8132214807970035,40.44276346760406,12.778639163858898
33.73725133561847,8.670668783617922,40.44133798831201,12.12614858737217
33.997093905539934,9.02507312407624,40.82636887706939,13.373064547255952
33.57717209341426,8.274261429663436,41.69817338971153,13.314584444621888
33.60159287593937,8.238456102835926,39.91410347881724,10.746965657394657
34.51344532582344,9.394510127632989,40.511795571545676,11.720566386686253
34.30798395387612,9.14003546867221,41.42180822077973,13.365884484876117
34.41302803165369,9.180659831984757,41.01278275669461,13.176787701406912
34.30989323708747,9.25876890430048,41.52629958304192,13.563794310909298
34.17564520657932,9.420573472487675,41.023965027790496,12.240382846655962
34.19836746893666,9.253798334607838,40.83632772710714,12.267413741233304
34.77101909811633,9.469856898982446,41.88234256339375,12.696595369798583
34.37017063094669,9.313792255114324,42.89565368049516,15.425593925690759
34.44086755423846,9.726390607335018,42.88120535618801,15.270247584890303
34.8022545251285,9.510567122138152,41.11134939503282,12.250893636012455
35.174760904162376,9.48574381951264,41.97212046009364,13.41285725787692
35.16966951314991,9.296186324900003,42.19886934185854,13.910791381628924
34.9016465282508,8.659751927934726,41.2235301411,12.576271771049473
35.011742420678544,9.124782210622225,43.04278766034607,15.083450855532567
35.38403880435254,9.703639683462177,42.42808715157757,13.903627780474839
35.40671759499681,9.345481569033508,41.940531784722836,13.138361369617117
36.632690281571534,10.521927151669354,43.372218037658534,15.234747420698698
36.31425428024246,10.061453161571842,43.5822191853788,15.372024567919263
36.3020839506589,10.451876403454488,43.782227342274666,15.057395305340544
36.36645502823473,10.41573840782304,43.644114859247885,14.572827058912065
36.461672832312004,10.003047349475231,44.02512020633536,14.408408028472254
35.97836305477237,9.782216390501798,44.05656983022169,14.947883403297507
35.990975013608974,9.18391822338976,43.86345581533024,14.991344018968526
36.40874245464447,10.202642134939337,43.42466040267844,15.317685946121655
36.58684792805697,10.055718640429337,42.35682226069246,14.190827927757756
36.61303516408849,10.723808973141207,43.571800418190904,14.731968615076092
36.67272914516387,9.782635823221606,42.94452517745554,13.887940127255122
36.31324778648293,9.900894749590694,43.874046197057915,13.988217414495923
36.75606154681829,10.509978676571697,44.651546311795286,15.0266453233915
37.733428142018575,11.496598159577323,44.22778135017476,16.359033738784742
37.235144517957,11.024189448078024,44.06836297179967,15.331167003424587
37.453695286560375,11.14013004471954,44.25576902878582,14.716718623027838
37.278036578504,10.663199083972009,45.1908427570624,15.792408895591015
36.92653147082088,9.953415138691579,44.7454349472253,14.498621187138724
37.61256016380923,10.136493090560908,44.20050550656826,14.698573018810338
37.72364911492088,11.137489675299697,45.50334972127385,15.908484600686872
37.33375151926539,10.71352699248733,44.125848437656614,14.521858776699425
38.06001358361164,11.002723173607707,43.86115502724163,14.988159036859813
38.23876474559449,10.918411396419618,43.86485218867042,14.484022162005948
38.3877140890387,11.266161035422984,44.34358297820195,14.75103050492853
39.041120333946125,11.782816630729293,46.31020091735481,17.063512548036265
38.71568522817673,11.65904041352688,46.176891456789896,16.93088614488801
38.39041789471694,11.07231369399679,45.436418732107164,15.621485963639197
38.943827765694685,11.356514469457146,44.579355277649555,14.492919978012557
38.95382818318507,11.429148796457271,45.14126336712485,14.793963199971488
38.6789016103408,11.120833162588953,44.85013149951585,14.945443837879406
38.634795377222396,11.218901509694748,44.57216492590748,14.832216690840001
38.526693916954734,11.038323125269745,44.374970307445196,14.022312452083805
38.93036050313643,11.567670394455996,44.2876946521125,14.846719830520161
38.64624083524057,10.779370776314206,44.60708069508235,14.715014331233826
38.36042733969582,10.774602278992981,45.093834327316046,15.366666828154719
38.319341229363864,10.536978255407368,44.99351808972265,15.325664001467391
38.37751072682227,10.602328622486185,45.078790380525895,15.25060667586418
38.674450831822895,10.56375081429218,46.55986472635725,15.547926852351152
38.63496519486015,10.531667569446624,45.15210146695423,14.89672062138186
39.0381208983345,10.286082108113904,46.47812387059322,16.086326999141967
39.32970388553115,11.026799580814647,45.65530484538366,15.850451356406836
39.26920247011079,11.692150205662962,45.594180171428945,15.576226209072956
39.10616388061894,11.427615371241565,46.560271974741454,16.41082575375824
38.85084561628608,11.116854882290776,45.90159959043233,15.87469136379899
38.89980093786908,10.721910527946914,44.871144175831354,14.468226833436894
38.95629980546639,11.422817159923893,45.15827240671974,14.782365987279706
39.21459016685465,10.978086808913142,45.45976689906563,15.06092089210466
39.67767824397817,11.20914892647653,45.42311822793593,14.624135808452776
40.0173148605355,11.145181994955507,45.258391089168256,14.377013726670413
40.41537107362818,11.43890650409212,46.871007042725395,15.937311401552016
40.559850156954916,11.521312472569868,47.20328344792176,16.208514741922517
40.62366895275223,11.742678222202006,46.28988426273547,15.505105666892085
40.657307327147564,11.87424329881272,46.16886014739468,15.272309303765148
