run,fitness,player_life,enemy_life,time
0,44.22586839246283,-7.3561305414743465,-10.226341266023542,237.47358399861548
1,13.448142866884268,-6.99219925248563,-2.310169264142104,188.03635345627157
2,47.75937302274863,3.0114067697844575,-16.97456530637899,193.59209059578154
3,33.92233576813949,-11.490787878511624,4.504902432036076,242.06205723457742
4,43.11635614616539,-7.901264331068148,-11.113807855648993,233.73508214388147
5,32.87848791622216,-9.152777641705576,6.03219874770998,259.3925971545292
6,44.10163133380683,-9.665888550909798,-10.226341266023542,240.39576162330343
7,16.64593806222349,-15.7580688034435,25.0,153.23263648564847
8,46.812359068494466,-6.170489565281294,-15.37795049432761,192.01975545020386
9,39.10292466386061,-4.530373838833029,-8.931741169124091,171.1315976694732
10,41.01986486524946,-10.074946167047344,-5.878168017763382,223.7914146067486
11,32.944603901927756,-0.5969885356682063,-11.583235062756422,207.56430599867173
12,39.08923706596228,-1.404622763015933,-8.514702249476645,236.27944107598034
13,17.450474706826952,-15.7580688034435,12.550040064128286,133.42987923208983
14,44.5481704507564,3.7082660829686915,-12.87795049432761,177.44799072712914
15,11.344511356765771,-13.299181952606567,14.052279599350868,69.36299688961265
16,54.727034449498206,-3.4687193407332906,-11.353926650031404,220.98908777411378
17,34.25675527622842,-13.479942278298118,10.279513956711028,205.31576837998475
18,44.27114966455487,-1.4189739030595803,-12.87795049432761,210.3280214169642
19,19.942312960748126,-13.289441836846638,30.0,280.4887041119194
