mean_of_mean_fitness,std_of_mean_fitness,mean_of_max_fitness,std_of_max_fitness,mean_of_stdev_fitness
-1.465678949919142,0.902146504344389,45.518449984531074,9.549875066292598,9.751371791115997
4.582184002480615,2.179299221386644,66.43078387949686,13.767347908381142,14.524281419223794
12.221473462601967,2.800331861070963,78.83286181549596,12.76136273815219,19.145933986649943
16.383238082356215,3.5423071639087125,84.21559626006902,16.769795886190924,22.2738889868913
22.21243451337059,4.073913233387105,88.02969996206961,11.148772363778326,25.401784624601518
28.0487622185632,4.831356701588549,90.90223648675294,8.257798078691074,29.068133849511003
34.64160815399181,7.435251927041747,92.92183657802556,6.22572639151147,31.74340864651007
38.67198664951716,8.648043116912184,94.87475679451806,0.049280543629682434,33.653146009258975
46.92133984864965,8.870605438360238,94.90040679702868,0.05770832050095094,35.90753976479118
49.029682792010775,6.809731966493641,94.89024749850337,0.0481987767946982,36.732726116637046
47.7498723733141,6.936727255847367,94.90729812304133,0.04851197211418037,37.724863911501416
50.53431932179018,3.8162934206640506,94.91498766482333,0.06624662085095698,38.394239143462485
54.0677495885913,6.113580945197883,94.91655262744658,0.04856019078651559,39.158142167114335
53.325570505587315,7.993485577713721,94.91223087190693,0.048749466481939716,38.528269151291
53.75894545462828,6.654970039412908,94.90117974767898,0.03111869321716404,39.63844985131597
56.820381454124664,5.786285757424847,94.90346073159063,0.04443468476520616,40.05856354943991
58.15228140354323,7.600162711890765,94.91093671529852,0.029174799140226106,39.62100190830291
58.11673853099671,6.883699785650726,94.90955090052941,0.04346119267804838,39.93433043860706
59.217373872667984,8.621248709918456,94.92942929452563,0.05743728329526176,38.73030492774559
58.0180241846564,4.8195582741482745,94.93294849246351,0.05225953734115979,39.751715242163144
63.09926626199244,6.6468368561404,94.91475304823791,0.05001485479778494,38.03355862043841
60.08463954624491,7.67442542135793,94.91924893850634,0.05330333330939405,39.36767181761267
61.6736689274746,5.76857528033529,94.93485909453679,0.05253565180759837,39.0732118726523
60.91376804061931,6.798257528443605,94.93487240387573,0.06448795987497816,39.1411531986169
60.53110573628753,6.652929410207144,94.92040270867933,0.05119622655694404,38.82657921729372
60.083423977194016,7.8294835187506795,94.93883332720118,0.06758165839205413,39.457416089977016
62.4554752360778,4.630231336584223,94.96961386027469,0.05464821883680012,38.703956612025436
58.425759664171366,7.033978692917039,94.9440301108777,0.05855956200156779,40.32488815379871
58.646516036495235,4.981555943630609,94.92169053441967,0.06429486119627012,39.930770205951724
