generation,max_fitness,mean_fitness,stdev_fitness
0,56.866601957003354,4.7153558747120545,14.562517697002473
1,56.79949082595731,9.595931669581011,12.189372859545625
2,56.75002475774052,15.407178340257138,14.469151371452103
3,47.81791509328337,14.571210654925274,14.06411278337076
4,48.168117522716486,17.957749182984525,14.22506099460276
5,65.5276537054991,19.87804885635371,14.254952494317081
6,85.17897000081012,21.673862548597494,17.00736986615248
7,86.16952957785584,19.922777615772517,19.967226756663493
8,85.09111060585316,24.865451808615994,19.984695880900794
9,87.65385527576241,23.806121558524282,19.360864284413974
10,74.4793788724413,24.06092643824256,19.774037895782605
11,85.58497518017192,25.31348396738203,19.81473980738254
12,84.30952957785584,24.841560233685477,19.122728664012218
13,88.26952957785585,27.11549073966692,23.011094520644907
14,87.85111060585317,34.05971469988144,24.799430040248993
15,88.58497518017194,33.36522024020697,27.164613137506908
16,87.85428018061445,33.209798165631234,28.828752499759997
17,89.65745983353185,36.85121229776596,28.88547670950239
18,88.65351154254233,34.608559501235966,27.751238316965107
19,89.53111060585317,38.033911000900744,27.801733751326736
20,88.03111060585317,31.249506249324373,24.975271598754713
21,87.67111060585317,32.655741493068696,27.901613755901586
22,87.97586874329959,32.24772104145829,27.180758678562675
23,89.94952957785586,34.24337919284306,28.94847234860261
24,89.18624616014834,31.447712629937644,28.955369068390137
25,87.97111060585317,37.420493264978305,28.716612928730573
26,87.44497518017192,33.79081538142443,27.756035444769175
27,89.91189472731544,36.46384565788468,28.412887548944664
28,89.48497518017193,37.546743415828736,31.025888046481167
29,89.21974255469121,36.43348037455206,31.92312175188183
30,88.46497518017193,33.785538915341384,29.67279751919758
31,88.99269413745881,38.38206930894432,30.35706163342994
32,88.44480143665992,33.584846717308395,33.6098827842192
33,89.11111060585317,33.23948552120098,30.274257824458402
34,88.21111060585316,36.04809268236849,30.725052962113782
35,88.94021295934417,48.8314073718145,34.40262285438406
36,87.49111060585317,36.28134400539821,30.79325223847082
37,88.33111060585317,42.68755713946819,34.06873029336933
38,88.50952957785586,39.84550794478086,31.355545119107774
39,88.27269413745881,44.36522920549389,34.99640371361424
40,88.57269413745883,42.62589643822623,34.6348209681115
41,87.97745983353184,42.08366755357442,34.3526405353247
42,88.44952957785586,46.42757781370312,33.12186858449161
43,87.66952957785585,43.81185073924043,32.974851628318696
44,88.62952957785585,40.496962668523906,36.160133847165426
45,87.86497518017192,49.906507637357244,33.573947678731436
46,88.32952957785585,46.440130429226436,33.5721508017092
47,88.2679510455628,45.56465242205466,34.593002072272505
48,88.44952957785586,41.81467558037138,33.93980211182391
49,88.44952957785586,48.01128347550054,34.22194459132691
50,89.04952957785585,44.434512686821336,35.64318578866633
51,88.80952957785586,45.671814887245056,36.879853570318815
52,90.31428018061446,44.28601813498031,35.690406392216644
53,88.50952957785586,44.86392127087564,32.72276752555236
54,88.44952957785586,44.74220214407667,34.685728400430214
55,88.69111060585317,40.55402103933541,33.62812468046476
56,88.93111060585318,46.27328433392152,38.177522478644796
57,88.51111060585318,50.566368740576145,39.13002402955738
58,88.68952957785585,52.76824826074769,39.684443041234154
59,88.75111060585317,47.68928062431679,40.26240505094788
60,88.9279510455628,56.286572565917766,35.14745906097099
61,88.68952957785585,47.63085667920313,36.902374240590184
62,88.50952957785586,40.88511550963959,36.70852214113794
63,88.80952957785586,50.15370108514285,39.24713316660231
64,89.34952957785586,52.072359288297505,36.35163897860062
65,88.50952957785586,43.33052893229869,36.83025388692009
66,88.63269413745881,44.143340200143285,37.54553983271547
67,88.44952957785586,40.84758707361279,36.99230899100312
68,88.44952957785586,50.767968051311115,36.59681890299125
69,88.80952957785586,46.797202226251976,38.59005104920722
70,88.80952957785586,51.184357441356795,38.13806358655219
71,88.80952957785586,52.97357727145472,36.43366203247425
72,88.98952957785585,43.4444472699729,37.8382025825966
73,88.44952957785586,39.33836988517524,38.59512409185914
74,89.52952957785585,49.812243561862005,35.78270355209397
75,89.10952957785585,45.33801447157963,36.97409703607097
76,88.56952957785586,44.566441600783534,36.40816909152469
77,88.86952957785586,52.20081926088779,37.018790228645386
78,88.80952957785586,51.989322248987875,37.36225514408526
79,88.80952957785586,56.09388792586808,36.94796373812027
80,89.82480143665991,41.99831208373657,37.241607348729524
81,89.10952957785585,42.05751890269207,36.50513170020544
82,89.40952957785585,39.30534418893672,36.99198503944899
83,89.23269413745882,40.353693771502776,36.009527239803
84,88.99428018061445,42.86666215787409,40.37862248026416
85,89.54624616014834,45.6874467675565,38.27058788903794
86,89.10952957785585,43.299546999862535,38.031249989287474
87,88.44952957785586,42.50191485117378,35.44634519194656
88,88.44952957785586,44.49673123581044,38.365623650449564
89,88.44952957785586,41.74334456910089,39.70933885963518
90,89.32766570777768,45.56566840655782,39.131348599140594
91,89.32766570777768,44.76422988887219,35.87047763662734
92,89.01178089723766,45.89246335744397,37.78211535296349
93,88.68952957785585,38.69249095862576,38.57294017806015
94,88.98952957785585,44.41815841792472,40.142769429963636
95,88.68952957785585,42.17368749594749,39.27110909677681
96,89.10952957785585,40.73038065349896,37.41287197268618
97,89.52952957785585,37.78512956048028,37.382106986795606
98,88.80952957785586,32.940708145462324,39.91977401556839
99,88.80952957785586,46.13518401963881,39.32460824895997
