generation,max_fitness,mean_fitness,stdev_fitness
0,47.37195862382047,2.9067937054625843,12.324307069279238
1,65.6438923393041,11.67349085742473,12.659337883225053
2,47.354909030494355,14.662204953042847,13.36047632474888
3,84.98317628172518,20.131358455286612,19.44956309655591
4,84.73269413745881,19.65297326549154,19.011668481519468
5,86.25181281364952,21.019562597673076,20.443372904868017
6,56.63181281364951,18.319969056223012,16.893528060577978
7,85.64545348121257,21.434930930990994,18.535656432604558
8,85.96818173229013,20.694317985953056,20.317710306106736
9,74.65787858127885,20.646698051051835,18.352960871629385
10,74.37195862382046,23.75256265373322,17.946450205269098
11,85.00912237227413,24.19060790001874,21.437510003738804
12,87.92749211296544,28.625523310807115,22.28219664443963
13,86.68825960494385,25.440198302712297,20.61749615553458
14,86.1082546703553,24.890135399798385,21.90537666354398
15,86.65743476007275,25.479278158351978,24.85951076511187
16,84.55192208858804,28.365923446963787,21.00358660515641
17,86.02000507185288,30.645708513873245,23.395171169476967
18,88.95738102425513,33.46130811977629,20.820888919114147
19,85.9216735317087,31.02893958144957,21.957436204588088
20,84.44322500981417,24.91409809221521,20.474911372084993
21,87.27524924314812,27.972686936641914,20.933428734110073
22,86.1585318236463,31.504113178599365,24.649005931452546
23,89.1164947423917,32.50160323151646,21.975887630893737
24,86.56818173229013,25.452933089171914,22.017371778565302
25,89.7832730521014,35.3867838814561,26.584428444008296
26,87.12975933293467,32.12444576423516,23.55400643027383
27,87.20259702202554,33.38949195923138,24.201924242783985
28,88.41689264854284,36.09637946867806,26.21165119275315
29,89.61555119757804,30.62813317970351,26.234975602519178
30,89.23564103761872,36.379270803729916,26.163773847428462
31,90.16843086044172,40.61146888750187,27.419688937818577
32,88.59372471305201,36.705956313626636,23.3240386678947
33,87.13745983353184,38.83970683239484,25.589051841420076
34,87.54473840188457,38.634629738944206,28.41988273833634
35,88.32808288660742,40.36315896580201,25.122518187637844
36,90.41028442909104,35.25585186401998,28.931977378074645
37,85.84912237227414,36.700938732913414,27.56751455727842
38,87.92930395528228,38.97191016943633,28.539043770291606
39,87.83773325310403,38.66904322559571,28.802222713269874
40,88.68480143665991,44.68964903694398,30.95038327284107
41,89.74163506406383,50.040139989470624,27.62001526430056
42,89.2800955456225,52.28455496721776,28.650432077040993
43,89.27385527576241,48.11133388098333,31.118053061829837
44,90.64658072115354,50.16539980594555,29.929371745602214
45,89.0847339985604,47.9379409562388,30.26624213806595
46,89.8446419984777,48.19238208883677,28.774703573471292
47,90.40843086044171,45.99214910866798,26.849502433773907
48,90.67743476007274,48.073701078937745,27.165834842056547
49,87.94765370549914,45.32543340834592,26.870454647423834
50,89.38843086044172,43.169583593947046,30.94476836866951
51,88.78473399856038,43.06579603753263,28.511390859302892
52,88.8984228707236,41.58517588137768,26.893644816226963
53,90.82473399856039,39.75230602734409,27.574493504227046
54,91.01773325310401,40.72094834627833,28.20315071401286
55,89.50843086044172,43.853984844764206,28.681647449851212
56,89.85536476436478,45.12206646743111,31.263962660355997
57,89.02658072115355,46.51907205793978,27.52346170408105
58,89.51400190549117,48.35901553721439,28.589451477414418
59,88.61964069627228,45.77982468696587,29.22401466827835
60,89.67383921105595,41.65668938181778,29.882873904072213
61,89.09968104797997,43.37550315392364,30.08759069485093
62,90.17214143983826,42.207763228079955,30.955004728600304
63,88.96843086044171,45.6016118788034,31.999076821020054
64,89.27400190549116,45.174427328195534,31.85161776435597
65,89.93697054307937,51.39212992065031,32.26993829149123
66,89.61555119757804,44.95781680713113,33.61869927037841
67,89.68843086044171,50.50757398381474,31.571125155746913
68,89.21773325310403,46.42259374768395,32.742225081309506
69,89.6828906800661,52.505370759001316,30.625672929745708
70,88.60765370549913,43.55919217998111,32.62871087328473
71,89.82672037186035,41.66534284721152,32.03019653704694
72,90.45555119757805,45.21465474720715,33.73750634259916
73,89.38658072115355,43.03217222055143,31.946213079807123
74,89.98473399856039,55.449409733946766,30.374158013622928
75,90.09921420533679,55.5499255473354,32.79103129291493
76,90.25279945145867,58.28578681102168,33.20106633719563
77,89.98658072115354,53.9649687391453,35.17472137270098
78,90.2228906800661,55.79831932553924,31.522737146651284
79,89.27214143983825,48.75093536027423,34.01600746504699
80,90.26645195372294,46.507053054028184,32.53976252975007
81,89.4392142053368,54.09541201697354,32.747783205548814
82,90.14645195372294,43.838584608398094,34.40070625581742
83,90.83214143983825,43.313909161634186,33.35030427625559
84,89.68105075314409,54.416378218693474,30.65225070093801
85,90.1592142053368,56.47470298468163,31.72006140884209
86,90.27921420533679,49.01047450393611,33.217347819497355
87,90.51555119757805,52.21150781712482,34.30612637807528
88,90.39738102425513,50.519129841098845,34.25229245350855
89,89.79555119757805,46.01340674648672,32.66853964845368
90,89.69214143983825,54.39701817472182,32.03707573555495
91,89.68473399856039,57.309207968861244,32.79183278013976
92,91.053724713052,53.87113166688866,35.442448828882846
93,90.39002475774055,50.399863383235136,32.591123124681026
94,89.43372471305202,53.674127186849375,32.1850838473025
95,90.45008172177351,52.58901232505466,35.324033011738486
96,89.7319015584905,46.786261193701996,34.195889403126564
97,89.26473399856039,48.83677225382715,33.717786708872815
98,89.43555119757805,54.312460861086855,33.51122756330588
99,89.79738102425513,52.460395753358554,33.103005302975056
