gen,mean,max,std
0,85.0294636097685,86.15014589699625,0.372734666542015
1,48.79531060159765,86.15014589699625,23.522563452225537
2,40.12022406601571,86.15014589699625,17.46559349250687
3,34.62179670389914,41.00745249471716,5.028987945521325
4,37.56762212686671,73.75745432521474,9.897220881382399
5,34.84295435691343,41.34135674419047,6.008945241744109
6,34.63006879244326,42.453291237166326,5.637785000069021
7,34.96673575371642,56.003076791033614,8.116182112035855
8,34.83157661152213,41.11267144264739,4.6010238589588255
9,36.12553833209762,44.37866263267715,5.199849023556511
10,37.447103347406085,51.825418828622425,6.2275045185975975
11,36.52895829393587,51.825418828622425,6.833752747948178
12,35.135015019429154,41.22321286098551,6.049841698120118
13,35.403779711339936,41.409224441285815,5.803913821801294
14,36.87664863539239,41.291877991491624,4.304739106034091
15,36.57627598116565,47.28635102200509,6.149719955190929
16,36.55530358860423,44.99069263449155,5.055527786109504
17,37.52448755883409,48.93342157456523,4.888200845853503
18,38.1521725515263,48.5092530549956,4.003062276127833
19,37.74090255911879,41.85363237562446,4.077155097594901
20,37.44747906548537,49.00135258254377,5.810538991634864
21,38.04479651378195,55.718326386702415,5.87009566507958
22,36.42111284551003,53.024446867267265,6.538857857068068
23,37.01592594794698,42.04559329366119,5.758821584207504
24,38.24509826268295,67.0692966410354,7.530395132524199
25,37.19277670908918,44.68141541329358,5.382178856492152
26,37.284598071766766,52.15234269974643,6.749117495993668
27,37.8355444506425,52.15234269974643,6.921064961320545
28,36.11238184895033,48.79571960955956,5.968575225465683
29,37.07888721695818,74.02101194879073,8.651834246371589
30,37.24358172575102,50.81787892897934,5.8994511327631605
31,39.402713704732534,70.66957159436001,7.393904913458884
32,39.01276612234704,70.44357857301686,8.90091633152104
33,38.713161657980365,70.44357857301686,6.069506498343651
34,41.91449592986751,86.21972177846025,12.818283236397374
35,39.179441220920914,70.2287882798698,8.390485386858328
36,40.40149569281396,77.61816825489875,10.159167604258036
37,41.189375305916556,72.92736046943565,9.162095862825506
38,39.93743003372037,70.2287882798698,7.390629113122371
39,42.590406810904504,77.86813157693842,9.826922373835334
40,42.29347953041662,84.62670178262188,11.352406155985252
41,38.63100364446874,49.92609106993368,5.595562944131585
42,41.12336851366794,77.57710097897389,11.482090214137264
43,43.89421114147052,77.57710097897389,13.981108390923328
44,49.81833316741742,77.57710097897389,16.776501515380627
45,50.32729412024828,85.63103891537588,17.925499836812964
46,51.46686267044036,84.95094035413786,17.676231988090432
47,43.44841712112468,85.16575282342481,11.706388773445427
48,37.92329298671396,77.57710097897389,6.002341793885747
49,44.45956902807072,86.46110220685637,14.956765924537443
50,43.808254324658385,70.4996108029346,10.765839432954433
51,43.36646161101684,70.4996108029346,12.111690325721453
52,41.86461928306207,70.4996108029346,9.015699847670446
53,41.66993825006553,70.54866735992866,10.531487122125743
54,41.12797385387134,70.54866735992866,9.521617175242275
55,42.698521932130255,70.54866735992866,8.470370963814947
56,39.09755251532568,63.45563721090372,7.357203089090212
57,41.073047436051645,70.59421766996525,7.563789671090338
58,40.75873357195982,57.49527858224535,6.3945999830587175
59,41.198735613413646,84.9347646429875,8.132035720668163
60,38.65131974708168,56.151549632990275,8.25531810865485
61,41.93040077675655,84.7826950386646,12.872148753493933
62,41.01832341047179,77.5653142343292,9.4000812843477
63,39.13944467427406,63.116448964109665,7.212712969241831
64,40.68015982941247,63.116448964109665,5.562933609782691
65,41.093488636249965,64.79826389371429,7.025497172639828
66,41.60604649850971,70.42467840738071,10.011718174563772
67,41.58064032378863,70.42467840738071,10.794270357859938
68,39.53367276752144,63.44327195432701,6.597153799006242
69,38.15779121393807,41.21421378033716,4.500944180876232
70,39.79815032832751,49.297211311038424,3.8247604821440873
71,39.00726424996774,53.91238736449155,4.863308984029954
72,39.64057246152019,49.04852640520631,3.267043131030183
73,40.14659424222269,41.409897326816605,2.364177464672536
74,38.911373970925055,41.4769965483295,3.2391497194584877
75,40.30249611814885,62.44634204037358,5.521792299648475
76,40.227157206317344,62.44634204037358,4.773662843391998
77,38.58039565348988,43.78546196278945,5.036963301095871
78,38.393159677038355,47.28241849542434,4.334703044752204
79,37.895458138876826,47.28241849542434,5.026464255175594
80,38.00677403545642,47.28241849542434,5.3588097491081665
81,40.51226224935321,63.215114963361756,4.667081917443051
82,39.63680011736391,49.25292827419043,4.2553392469279006
83,39.81187225724329,44.513475339572764,4.018723769465974
84,39.15952889976632,44.513475339572764,3.3227817369344477
85,39.60884904966812,44.513475339572764,3.3103709287797294
86,37.254996854414614,42.34706156563495,4.541372172524794
87,38.23802817345895,62.97113397184714,4.692695248343486
88,38.7048150854796,48.668048510675845,4.584208242213042
89,39.40448206916063,48.668048510675845,4.85331276254222
90,39.690760627733454,46.23140906791693,3.8954444161783846
91,39.37059943509357,46.23140906791693,4.7436549258344085
92,37.92387867225569,46.23140906791693,4.688299242314437
93,38.83031270600209,46.23140906791693,4.602803994530122
94,38.72229136665447,41.65188247043594,3.6794084502932787
95,38.47614709629101,41.37070132852143,5.04819872741268
96,37.81304866556653,41.34881972778003,4.531499582958039
97,40.07488138892487,64.98883341611055,5.021238203117642
