run,fitness,player_life,enemy_life,individual_gain
0,91.0598287472796,70.00000000000028,70.00000000000028
1,92.77011907701949,84.40000000000015,84.40000000000015
2,89.28472159231586,46.6000000000003,46.6000000000003
3,92.49454706086824,80.20000000000019,80.20000000000019
4,92.94627799644577,83.80000000000015,83.80000000000015
5,90.10288884003683,59.20000000000033,59.20000000000033
6,89.78889138314545,50.20000000000031,50.20000000000031
7,93.36192069107682,88.00000000000011,88.00000000000011
8,92.26896154643433,77.20000000000022,77.20000000000022
9,90.52784596782227,61.000000000000334,61.000000000000334
