generation,max_fitness,mean_fitness,stdev_fitness
0,57.062463794917576,5.086036272129404,14.391009815758107
1,47.64042613132762,11.449890020774951,13.917846080933014
2,48.03642065638155,15.101342546491036,13.112007418582028
3,65.8472673052959,17.571970499010202,16.0885592438565
4,88.63269413745881,16.63313855938979,20.193012895238674
5,74.63009901717177,18.70982935111068,18.690456246861192
6,84.39513097609463,19.959450198739425,17.861679325685852
7,86.62832626799137,21.783144088410523,20.581281742458597
8,86.73513097609464,20.4043161969629,19.52963605428418
9,65.72523797875806,19.409166718098042,17.407185131219315
10,88.2190534593671,21.588996717933213,21.12702563029087
11,88.14952957785584,23.20252683194635,24.897622585831648
12,88.05231598151542,24.201233800044584,22.852543210900958
13,87.15017592951055,26.73979979756744,21.514417436772078
14,87.13269413745881,28.56502402782001,25.966511607009366
15,86.3038496316306,30.089601354852753,27.84183770507452
16,86.95111060585317,28.182147227892834,26.74585882301366
17,88.22497518017192,32.35605257300396,26.203296981828885
18,88.39111060585317,46.10600709649872,27.337601817145675
19,88.39111060585317,43.56778735378496,28.172649837849924
20,89.11428018061446,41.05687181512973,31.800119495783903
21,88.02480143665991,38.01136270833017,31.121619358717222
22,88.57428018061447,40.592564325405085,32.50737538194591
23,88.46497518017193,41.92708174516633,33.46820458371232
24,87.95541169631007,48.547571908111166,35.30275316380456
25,88.87111060585318,46.21748241944727,31.97229672619726
26,88.15111060585316,37.596481713974526,31.91203231140669
27,88.81111060585317,38.127267956089696,34.187687410097645
28,88.26952957785585,47.372859172017534,33.627894971517065
29,88.27111060585317,39.86921181679586,35.96531581950159
30,88.16497518017194,43.71402024219192,31.781889990762345
31,87.8590534593671,36.63821214493303,30.531529433073118
32,89.00497518017194,35.557311899594026,28.46401330355463
33,88.70497518017193,36.68844266031594,32.490984230920304
34,89.36322500981416,39.8671868476657,31.794268487796238
35,89.77586874329958,35.703453051405056,33.18039441732497
36,89.18497518017193,40.75684365240299,33.08826560514986
37,89.17428018061446,42.14629214420038,32.968989904577256
38,89.00064962889992,45.7633272237488,33.12326979828097
39,88.39269413745882,37.96707138732533,30.882016931442692
40,90.14927646549752,38.83526970915069,34.634315729497
41,88.93905345936712,39.01231719696155,33.406524347776646
42,88.39111060585317,42.20023144838972,31.369757743522115
43,88.51111060585318,36.73740643895697,32.41089458837046
44,88.76497518017193,45.070113669410894,33.471563920957585
45,88.45428018061446,44.63643408748417,31.907482098219656
46,88.33905345936711,44.95064476607655,35.73025312608686
47,88.75745983353184,45.707763376928845,32.24823635542219
48,89.66497518017194,44.00865984518783,35.52052509390166
49,89.41428018061445,44.594296522503136,33.65624507940151
50,89.42497518017194,49.06376439121385,34.44837765553934
51,90.79269413745881,46.83033378838192,35.9141715593039
52,89.72497518017194,45.91153871473205,35.84650906377985
53,89.40009554562249,47.53898247887176,35.86304326359734
54,89.29269413745882,41.7137219866872,34.504737965378524
55,89.72384963163061,44.17309228659272,34.10810799651223
56,89.67837773219352,47.28240010315906,37.03327542397136
57,89.48064962889993,44.28191006341064,34.25837005587174
58,89.77428018061445,49.946585053774406,35.02496391528211
59,89.59745983353184,45.08018391737961,35.79207967741651
60,89.89905345936711,43.17405453616796,37.0784442833548
61,90.14064962889992,42.70233107527542,35.93547671590994
62,90.6079510455628,40.62545130967274,35.441041108136204
63,89.83586874329959,50.920326597103056,35.88206682602224
64,89.39230127389567,47.283577985607735,35.658207527908765
65,89.47745983353184,44.038106862509565,34.97716109147126
66,89.3400955456225,46.84339357994428,36.47039911238757
67,89.47745983353184,50.15659482290435,36.8800266951573
68,90.73111060585316,45.556631924566815,35.712044882009195
69,89.61513097609465,44.310822890798626,34.601177934376224
70,89.72064962889993,49.694427946259374,35.746266849811306
71,89.78497518017194,38.28325410046732,34.83423148198741
72,89.53269413745882,47.9392943878366,34.506244510628086
73,89.35905345936712,44.189477995125564,35.153347747089505
74,90.08497518017194,48.89940140575286,36.4307529534445
75,89.38456728329594,50.84536014031525,32.924091918295886
76,89.91513097609464,52.970417532573855,36.4305284828659
77,89.66064962889993,37.66520941287727,34.112339697475235
78,90.07745983353183,47.80204319690318,34.69240970989444
79,89.90497518017193,41.99173897388621,34.08746475522995
80,89.61837773219352,47.57645294919648,35.56316687266361
81,89.72497518017194,49.510583207931205,35.3437058463946
82,90.44866891806655,44.65719516207687,35.11573436093529
83,90.75837773219351,51.46364155826086,35.35893618596941
84,90.52000507185288,41.52819484070797,35.08384678021282
85,89.92000507185288,45.015730058401786,36.641990173569226
86,89.90064962889993,50.95934781593281,35.25069315138268
87,89.72064962889993,50.474441186415525,36.72346812316754
88,89.84497518017193,52.87537643929838,36.09521285180635
89,89.55837773219352,48.320790242023705,35.160806927696434
90,89.47111060585317,48.825246496686994,36.52318303697123
91,90.33513097609465,43.22055369019259,35.02851114919106
92,90.25428018061446,47.45027280860254,36.94803306392911
93,90.26497518017193,57.139845222773864,35.74405601899409
94,90.07428018061447,50.9231196602076,36.49922048923958
95,90.23853182364631,47.64013643544298,37.62856059676153
96,89.59745983353184,46.95300432544961,35.1804278155078
97,89.83586874329959,37.573044162309486,35.72547499348067
98,90.01905345936711,47.563213803197094,37.5770115391307
99,89.96064962889993,46.70946195333434,36.566810005416684
