gen,mean,max,std
0,-5.0510682675620275,35.67031492146343,6.244889633862188
1,1.0571441293816506,51.81475458934031,10.158708006539474
2,5.148815073125405,38.817630334391076,11.200222607573123
3,6.775351843655016,30.20109453559672,11.392284766082604
4,10.452095974283893,33.987840255074204,10.736074698848439
5,10.390769711332462,33.987840255074204,10.475948722566272
6,15.252764508685548,38.824204203650666,11.798200016491538
7,16.257362804653656,38.36979211324652,12.314142344029927
8,17.482454629609258,44.54418036052943,13.005970776897955
9,21.239793904669217,50.43925679786403,14.318542527940343
10,19.23894600131127,44.54418036052943,12.070190822184854
11,18.412666784916862,44.54418036052943,13.231574963826116
12,21.68507613392983,50.28945295883794,14.52378659729165
13,26.329803504862927,50.28945295883794,13.938150863234025
14,26.35607279770527,50.28945295883794,14.078527397527562
15,26.680730588871565,47.389764490856834,12.022030101641
16,24.350236230682818,48.58331118493971,10.971772163494018
17,30.725203549583945,74.8948447893563,16.75483621211064
18,32.4616142484755,74.8948447893563,14.039748292857519
19,30.382459761859135,74.8948447893563,15.972427160268786
20,27.509025417429374,51.73829270811217,11.473056524275664
21,29.674588436631907,51.73829270811217,9.812497246798289
22,29.04025463043161,48.331669380798665,11.503696985079934
23,29.685161162671886,72.54842666554012,13.206787690848303
24,30.224660247860587,57.15859873123177,12.664639032345695
25,32.186408453744,52.42394767128931,11.497090595466453
26,34.1744396342573,61.4606975098248,11.874682300614777
27,32.220922848799944,52.64907071376051,12.082897503709827
28,29.71354210120138,65.91521943219306,12.229515407134226
29,34.58013904092334,66.05493515530894,13.228348926013426
30,33.54465411971295,57.22702739974821,10.841614788843753
31,34.360057477301915,66.34337606949089,10.597744465603027
32,33.22016622778788,61.469293361511,11.79269441895451
33,33.123808153016746,58.4444659099836,11.872928154740848
34,37.204996012706026,61.27419260423547,12.134997763485464
35,38.6460334069573,61.27419260423547,10.630751065901167
36,37.85811236460856,69.87144487101179,11.53261587434486
37,36.68605184904984,61.240994228099375,9.656033431865398
38,35.01473900631312,61.240994228099375,9.550689503650531
39,35.90188560228128,69.88988020512433,10.946794062005374
40,37.257530069594836,57.116290406269286,10.989183049613377
41,38.738073090079396,52.62239507813128,11.141337413910142
42,40.888529415416976,64.41436367557759,10.9256291835885
43,37.98900263087683,52.62239507813128,10.504402861821234
44,39.077044360825404,52.62239507813128,9.802749279949568
45,43.0640159068858,58.51427785350183,10.398107481799332
46,40.1530965767991,66.30580046720331,12.713020123913084
47,40.19346718365779,61.15938833825158,9.776479348970012
48,40.89190508244127,58.41874204243492,8.422644194313365
49,38.550063367634536,66.73313347285894,9.248121177333056
50,41.968646633783756,61.26549445613981,6.936783148414225
51,42.11595575112849,61.2550744007097,8.366706106494052
52,42.43288586746608,61.412983298850676,10.305222528853815
53,43.52284389347428,72.24731313745045,11.27159184373855
54,40.41504616347063,72.24731313745045,10.7926764553467
55,40.31532767628491,70.12410700961763,10.882573406489952
56,43.165130476547304,70.12410700961763,11.252704153320359
57,42.57873710612925,65.93914448762501,9.302102678348401
