run,fitness,player_life,enemy_life,time
0,13.448142866884268,-6.99219925248563,-2.310169264142104,188.03635345627157
1,33.92233576813949,-11.490787878511624,4.504902432036076,242.06205723457742
2,32.87848791622216,-9.152777641705576,6.03219874770998,259.3925971545292
3,16.64593806222349,-15.7580688034435,25.0,153.23263648564847
4,39.10292466386061,-4.530373838833029,-8.931741169124091,171.1315976694732
5,32.944603901927756,-0.5969885356682063,-11.583235062756422,207.56430599867173
6,17.450474706826952,-15.7580688034435,12.550040064128286,133.42987923208983
7,11.344511356765771,-13.299181952606567,14.052279599350868,69.36299688961265
8,34.25675527622842,-13.479942278298118,10.279513956711028,205.31576837998475
9,19.942312960748126,-13.289441836846638,30.0,280.4887041119194
