run,fitness,player_life,enemy_life,time
0,48.87588723363932,-4.787414245121752,-11.113807855648993,241.04363119272264
1,29.647541827410596,-12.425422398537728,16.03219874770998,198.4981155921648
2,50.333947364576005,-2.864099584109031,-12.445600708122491,224.41860511826707
3,26.358741434478397,-9.356832424739427,1.9945259848881989,131.79733067612813
4,56.225657074482804,-6.787058725807068,-5.508618981911514,176.8523626735848
5,42.103799576943004,-12.668326548234974,-0.646793489187516,259.6297745166297
6,46.37344653234169,-6.77791606365,-6.33509561339239,217.6111030851716
7,27.1676688480257,-4.113032140183705,-7.941038516477207,141.28924079364737
8,40.779793135807445,-1.4030839343802874,-13.187443284889774,222.47777029050638
9,8.522270246711809,-13.166010488516726,30.41960108450192,210.05354928776703
10,60.64393172405468,-2.0367037912468433,-11.353926650031404,237.30286413899486
11,31.274028538656605,-14.148711700377671,2.550040064128286,181.43314596486425
12,46.187440244077834,-11.06776396917438,-9.154759474226502,246.97037687059108
13,40.28908716240369,-12.348007644053457,2.5595914503037953,210.95682807523525
14,45.57163138748362,-11.160836360960563,-7.226964374736294,232.6673145692783
15,15.398953512174238,-2.5509145321501623,32.12777108726945,153.98834724564546
16,57.58822834621924,-0.5235916684122124,-9.668742493993992,217.6832890550005
17,26.998459126385356,-10.801933632800434,-5.166297933298409,202.54184937134397
18,47.88527475249839,-8.78436264907438,-9.726964374736294,208.05897867209322
19,27.18824820751477,-13.292038222005225,5.582136662990738,168.2047840754849
