run,fitness,player_life,enemy_life,time
0,48.87588723363932,-4.787414245121752,-11.113807855648993,241.04363119272264
1,50.333947364576005,-2.864099584109031,-12.445600708122491,224.41860511826707
2,56.225657074482804,-6.787058725807068,-5.508618981911514,176.8523626735848
3,46.37344653234169,-6.77791606365,-6.33509561339239,217.6111030851716
4,40.779793135807445,-1.4030839343802874,-13.187443284889774,222.47777029050638
5,60.64393172405468,-2.0367037912468433,-11.353926650031404,237.30286413899486
6,46.187440244077834,-11.06776396917438,-9.154759474226502,246.97037687059108
7,45.57163138748362,-11.160836360960563,-7.226964374736294,232.6673145692783
8,57.58822834621924,-0.5235916684122124,-9.668742493993992,217.6832890550005
9,47.88527475249839,-8.78436264907438,-9.726964374736294,208.05897867209322
