run,fitness,player_life,enemy_life,time
0,50.881187143710434,-11.40481489563376,-0.793990110685499,255.43640040825517
1,37.42354767228828,-6.487155231138807,-6.892683958907128,191.8976744306983
2,24.329830054819976,-11.418683432928406,10.656904373698957,201.62276943310127
3,42.79679711858617,-2.1806204871606294,13.29713563032848,226.2909667023714
4,47.0771886460153,-7.114397806159641,-2.8722289127305487,156.26043151199147
5,27.40989855090917,-9.328667199087736,0.7217269979947787,249.9384277747184
6,48.85838304759023,-10.007251488447238,-3.467149916606484,214.95383301307254
7,24.709715506721707,-11.390712792169186,5.796434183839828,106.72609233896219
8,36.24644728296916,-12.348007644053457,9.287017761523842,246.23214579513944
9,49.96556002966547,-6.991549625196541,-5.0,223.37752020226722
